,username,bio,profile_url,location,website
2068,aparbharat,"Better than Heaven or Arcadia
I love thee, O my India!
#TeamAIVA.... 

All my threads are compiled in one master thread which is pinned to my profile 🙏🏼",https://twitter.com/AparBharat,Maharashtra,
2069,13harmanpreet,International hockey player representing Team India. Proud Indian.world cup champion ✌️🇮🇳Tokyo Olympic 🥉,https://twitter.com/13harmanpreet,India,https://www.fih.hockey/events/hockey-stars-2022/vote
2070,mskajalaggarwal,Actor. Entrepreneur. Dreamer. Traveller. Foodie.,https://twitter.com/MsKajalAggarwal,India,https://www.facebook.com/ImKajalAggarwal/
2071,netshrink,"🔔Director @CMHLPIndia ILS Psychiatrist, more about me here: cmhlp.org/team/soumitra-… 
Views are personal
Mostly on Mastodon @netshrink@mas.to",https://twitter.com/netshrink,"Pune, India",http://www.cmhlp.org
2072,ssingapuri,Social media influencer. Public Interest litigations/Director|H.R Consultant| Koo @ssingapuri Instagram @ssingapuri facebook.com/Sundeep.Singap…,https://twitter.com/ssingapuri,Bharat,
2073,megirish2001,"Writer of Thoughts, Mother of a Hero. 
Journeying with Hope..Faith..Effort.

Co-founder majorakshaytrust.org 
Always #IndiaFirst 🇮🇳",https://twitter.com/megirish2001,India,https://findingnewmeaning.blog/
2074,varinder_bansal,"Founder: Omkara Capital. Ex- Fund Manager. Ex-Head Of Research & Corporate Editor, CNBC India. Mission: Building wealth slowly, steadily but surely with Omkara",https://twitter.com/varinder_bansal,Mumbai,https://omkaracapital.in
2075,seharshinwari,Actor | Social Activist. Tweets are personal opinion & RTs aren't endorsement. Dm for paid promotions.,https://twitter.com/SeharShinwari,"Karachi, Pakistan",https://youtube.com/@seharshinwari
2076,hari_socialist,"#Socialist | #Suriya42 | #VaadiVaasal | Tweets, Likes, Retweets Are Completely Personal | My Back Up Id Follow 👉 @Hari_AISFC",https://twitter.com/Hari_Socialist,"Tamil Nadu, India",
2077,vishalkofficial,"#Actor, #Producer & fellow #Human who luvs movies & anythin related to it. For Business Queries - team.vishalkrishna@gmail.com",https://twitter.com/VishalKOfficial,Chennai,https://youtu.be/SYuI8RFjeC0
2078,galattadotcom,"Leading digital media company, organiser of India’s biggest and most credible digital media awards ceremony, The Galatta Crown. Wholly owned by @arunarkrishnan",https://twitter.com/galattadotcom,"Chennai, India",https://www.instagram.com/galattadotcom/
2079,hvgoenka,"Chairman - RPG Enterprises. Loves people, food, sports, art. Happiness addict.",https://twitter.com/hvgoenka,Mumbai,http://www.rpggroup.com
2080,unsubtledesi,"Accidental journalist. Editor-in-Chief, OpIndia. 📧 nupur@opindia.com",https://twitter.com/UnSubtleDesi,India,https://linktr.ee/UnSubtleDesi
2081,supriyasahuias,"Addl Chief Secretary Environment Climate Change & Forests, Govt of Tamil Nadu.Former DG,Doordarshan. Tweets personal",https://twitter.com/supriyasahuias,"Chennai, India",
2082,kanganateam,"Actor, Filmmaker, Producer, Writer. Recipient of Padmashri, Four national awards winner, pioneer of parallel female centric cinema in 🇮🇳",https://twitter.com/KanganaTeam,Mumbai,https://instagram.com/kanganaranaut?igshid=17dpy95g592xf
2083,siva_kartikeyan,Actor in Tamil Film Industry,https://twitter.com/Siva_Kartikeyan,Chennai,
2084,gvprakash,💫✨Fly High✨💫 Instagram.com/gvprakash,https://twitter.com/gvprakash,india,http://bit.ly/GVPyoutube
2085,rammnk,"Member of Parliament, India. 16th & 17th LokSabha from Srikakulam. Telugu Desam Party National General Secretary. #TDPTwitter",https://twitter.com/RamMNK,"Srikakulam, Andhra Pradesh",
2086,offl_lawrence,"Choreographer, Actor, Director, Producer, Philanthropist.",https://twitter.com/offl_Lawrence,"Chennai, Tamil Nadu",https://en.wikipedia.org/wiki/Raghava_Lawrence
2087,spitchnzawumbi,Broadcasting Extraordinaire | Orator & budding author | Founder of Mastandi | Over Achiever | Dubai Real Estate | NOT ON FACEBOOK bookings@spitchnzawumbi.co.za,https://twitter.com/SpitchNzawumbi,"Dubai, United Arab Emirates",http://www.dtps.gov.za
2088,moneycontrolcom,"Sign up for #MCPro for the most useful insights on markets, companies, and the economy. 

moneycontrol.com/promos/pro.php",https://twitter.com/moneycontrolcom,Mumbai,http://www.moneycontrol.com
2089,harbhajan_singh,"Member of Parliament (Rajya Sabha) Proud father,🏏 Facebook: facebook.com/HarbhajanTurba… Instagram: instagram.com/harbhajan3/",https://twitter.com/harbhajan_singh,India,https://www.youtube.com/channel/UCxpqYhKi9JpOx-B6Q20N4yQ
2090,malbokhari,Barrister.Former MNA PTI & Parliamentary Sec Law. PTI Spokesperson on Legal Issues.Queen mother scholar. World Economic Forum YGL 2021,https://twitter.com/MalBokhari,Islamabad,
2091,sanggitat,Proud Sanatani..Nationalist..Yoga freak.. Proud to be followed by Union Minister of Culture Tourism and development Kishan Reddy ji and Kapil Mishra ji 💕,https://twitter.com/SanggitaT,India,
2092,aseefabz,Proud daughter of SM Benazir Bhutto. Ambassador for #PolioFree🇵🇰. GlobalCitizen. Rights activist. TV addict. MSc @UCLGlobalHealth. PhD? Hogwarts,https://twitter.com/AseefaBZ,Karachi,http://aseefabz.com
2093,krisnair1,| Secular | RaGa | CTF | Support Women Empowerment | Optimist | Sports Lover | Traveller |,https://twitter.com/KrisNair1,"Bangalore, India",
2094,itz_expiry45,Backup @Expirytweets || @Expiry_here @actorvijay ❤️,https://twitter.com/itz_expiry45,"Chennai, India",
2095,svc_official,Indian Film Production Company,https://twitter.com/SVC_official,"Hyderabad, India",https://t.me/SVC_Official
2096,eraycr,Creative Director (Films - Digital). Ex Editor-in-Chief (BusinessofCinema). Writer. Filmmaker. Entrepreneur. Cat dad.,https://twitter.com/ErayCr,India,https://t.me/ErayCr
2097,coloursofbharat,"An attempt to highlight the beautiful locales, cultural heritage, & diversity of Bharat & it`s historical & cultural inter-linkages with the world",https://twitter.com/ColoursOfBharat,Bharat,
2098,musicthaman,Music Composer Drummer in Indian film industry / Cricketer,https://twitter.com/MusicThaman,India,http://www.facebook.com/MusicThaman
2099,gbankapy,"The Best Rebase Auto Staking and Auto Compounding Protocol in Crypto! Highest fixed Apy - 953,456%, get rewards every 3 seconds / 28,800 Times Daily",https://twitter.com/GbankApy,United Arab Emirates,https://gamebank.fun/
2100,urshne,First 150K Liked FB Troll Page || Fan Of TFI Emperor @urstrulyMahesh || Madly Waiting For #SSMB28,https://twitter.com/UrsHNE,"Hyderabad, India",
2101,anand_srini,"Value Investor,Speculator, Author & Consultant. Vice President and Treasurer, Professional Congress Tamil Nadu. Follow my You Tube channels Money Pechu &Be rich",https://twitter.com/anand_srini,"Chennai, India",http://www.moneypechu.com
2102,bakhtawarbz,"#SZABIST #ZABTech #ZABEd, 1st baby born to a sitting female Prime Minister (in History!), 2nd of 3 Bhutto-Zardari, Unfiltered - #JeayBhutto ✌️",https://twitter.com/BakhtawarBZ,Karachi/Dubai,http://www.instagram.com/bakhtawarbz
2103,pcmohanmp,"3rd Term BJP LS MP-Bengaluru Central | Member of Standing Committees on EA, UD & OBC | 2-Time MLA | Believer in the Politics of Development and Good Governance",https://twitter.com/PCMohanMP,Bengaluru,http://www.pcmohan.com
2104,sunielvshetty,"Sportsman At Heart, Actor By Art, Humanitarian By Virtue, Businessman By Default.",https://twitter.com/SunielVShetty,"Maharashtra, India",http://s2rd.com/svs/index.html
2105,adnanactor,Actor,https://twitter.com/adnanactor,"Karachi, Pakistan",https://cerealent.com/about-cereal-entertainment/
2106,rashmidvs,Hindu human rights | Energy Systems Major | Grad & Former SU President @UniofOxford | 24 | Executive Director @Punarnava_Group | MD @FoundationAtmah,https://twitter.com/RashmiDVS,"Udupi, Karnataka, India",
2107,harish2you,"Filmmaker ( Telugu )                                   “Views expressed here are completely Personal""",https://twitter.com/harish2you,"Hyderabad, India",http://facebook.com/iamharishshankari
2108,mirrornow,"We demand accountability | Relentlessly drive improvement | Address people's issues 📺 Tata Play 612, Airtel 394, Videocon d2h/Dish TV 899/733, Sun Direct 570",https://twitter.com/MirrorNow,India,http://www.mirrornownews.com
2109,ahmedshabbir20,"Once a paperboy, now a journalist. Senior News Editor @thenewsminute . Chevening fellow. Opinions expressed here are personal.",https://twitter.com/Ahmedshabbir20,Chennai - India,https://instagram.com/ahmed_shabbir20?igshid=YmMyMTA2M2Y=
2110,kpbrindareddy,"Model,Entrepreneur,,owner/partner ZOOM ADZ ,ZOOM ADZ TV.Luv my fam❤️Mom n Dad r my God n world🥰 m.youtube.com/results?sp=mAE…",https://twitter.com/kpbrindareddy,"India, Chennai.",http://Www.zoomadz.co.in
2111,iftikhardurani,PhD in Public Policy.Former Special Assistant to PM Imran Khan on Media. Member of Imran Khan’s Caravan of Change.Ex Advisor to KP Govt.Ex @ptiofficial CMD Head,https://twitter.com/IftikharDurani,Islamabad,https://m.youtube.com/channel/UCENaMe44VwszvTz8yxA_C8Q/videos
2112,ntrmurali9999,Diehard fan of @tarak9999 #NTR | MD of N creations Partner at Gayatri Builders. Fb : facebook.com/murali.nadhipa…,https://twitter.com/NtrMurali9999,Hyderabad,https://instagram.com/murali.nadhipati
2113,shehzad89,"Host of the podcast The Pakistan Experience.

BA/LLB - LUMS 2012

MA Brooklyn College 2015 - Fulbright Scholar.

Writer. Stand-Up Comedian. Content Creator.",https://twitter.com/Shehzad89,"Karachi, Pakistan",
2114,gauravcsawant,"Managing Editor, Anchor #IndiaFirst @ 10 pm @IndiaToday & @Aajtak at 4 pm. Reporter at heart. Author Dateline Kargil & #VeerGatha, 6 Para Jumps + 1 AFF",https://twitter.com/gauravcsawant,BHARAT,
2115,aamnaisani,"Founder and Editor-in-Chief, Something Haute. Used to be an obsessive writer. YouTuber now.",https://twitter.com/aamnaisani,Karachi,http://somethinghaute.com
2116,vvslaxman281,"Ex-International Cricketer, Head of Cricket- NCA",https://twitter.com/VVSLaxman281,India,http://instagram.com/vvslaxman281
2117,immancomposer,D.Imman Music Composer (music is what I breathe)- National Award Winner-State Award Winner-Kalaimaamani Award Recipient,https://twitter.com/immancomposer,chennai,
2118,nellorentrfc,This Page Completely Dedicated To One & Only #ManOfMassesNTR || Follow For Latest Updates Of #RRRMovie | #NTR30 | #NTR31,https://twitter.com/NelloreNTRfc,"Nellore, India",
2119,ssrajamouli,film director,https://twitter.com/ssrajamouli,"Hyderabad, India",http://instagram.com/ssrajamouli
2120,elliavrram,"Elisabet. Actor, Dreamer & Achiever. Dream it, Create it and Achieve it!",https://twitter.com/ElliAvrRam,"Mumbai, India",
2121,hey_yogini,Cofounder | Chief Tasks Officer @peerlistHQ,https://twitter.com/hey_yogini,"Pune, India",https://peerlist.io/yogini
2122,rightwingchora,कर्मणयेवाधिकारस्ते मा फलेषु कदाचन|| Social Activist|| Unskilled Writer||Entrepreneur||Tweets on Temple|History|Dharma||Research Analyst||Digital Marketing||,https://twitter.com/rightwingchora,अखंड भारत,
2123,dhivyadharshini,Actor/Anchor/Entertainer/traveler who loves dancing,https://twitter.com/DhivyaDharshini,"Chennai, India",https://en.wikipedia.org/wiki/Dhivyadharshini
2124,nehhaamalik,"New Account, old account got deleted 🙈 follow me here and show your love 🙏 Model, Actor,Blogger Instagram- Nehamalik335 Snapchat- Nehhaamalik 👻",https://twitter.com/Nehhaamalik,"Mumbai, India",
2125,aacreations9,Only Twitter Handle of A & A Creations We 💓 Superstar Mahesh Babu and Have Huge Respect towards TFI Actors :),https://twitter.com/aacreations9,"Hyderabad, India",http://youtube.com/aacreations9
2126,vijayjdarda,"Chairman of Lokmat Media, Pioneering Journalist, Veteran Parliamentarian, Compassionate Philanthropist & Son of a Freedom Fighter 🇮🇳. Retweets ≠ Endorsements.",https://twitter.com/vijayjdarda,"Nagpur, India",https://www.vijaydarda.in/
2127,imtiaz_jaleel,"VBA & AIMIM Member of Parliament Aurangabad 2019-24.
President- AIMIM Maharashtra.
AIMIM MLA - A’bad central 2014-19.
Former journalist.",https://twitter.com/imtiaz_jaleel,"Aurangabad, India",
2128,suzannebernert,"हर हर महादेव 🙏 | 
Known for Ashoka & The Accidental Prime Minister | 
CoupleVlog: youtube.com/@suzakhil | 
Email: teamsuzannebernert@gmail.com",https://twitter.com/suzannebernert,Mumbai,https://linktr.ee/suzannebernert
2129,siddnigam_off,National level 🥇 Gymnast/Actor Dhoom3-Ashoka-Aladdin,https://twitter.com/siddnigam_off,India,https://en.m.wikipedia.org/wiki/Siddharth_Nigam
2130,aanchalofficial,Actor,https://twitter.com/AanchalOfficial,Mumbai,
2131,anbariv,"#AnbAriv Action Directors in Films. 
National award recipients for #KGF 1.",https://twitter.com/anbariv,"Chennai, India",https://www.facebook.com/anbarivofficial/
2132,kohled_eyes_,"MAA || PAPA || महादेव || Modi ji || Introvert 🦋||Single || 
#ShortTemper

Backup Acc @This_is_Sapnaa",https://twitter.com/Kohled_Eyes_,"Mumbai, India",https://instagram.com/kohled_eyes?utm_medium=copy_link
2133,salmawysalma,i model & complain about the patriarchy,https://twitter.com/salmawysalma,cairo,https://instagram.com/salmasalmawy?utm_medium=copy_link
2134,imkbrshanthnu,Actor 😊,https://twitter.com/imKBRshanthnu,Chennai,https://www.youtube.com/c/WithLoveShanthnuKiki
2135,rachatajam,Rachata Hamphanon IG ; jam.rachata,https://twitter.com/RachataJam,ประเทศไทย,
2136,bandisanjay_bjp,"BJP Telangana President | MP – Karimnagar |

Member :
Committee on Welfare of OBC | State level Committee on Minority Affairs | AIIMS-Bibinagar",https://twitter.com/bandisanjay_bjp,"Karimnagar, India",
2137,svishnureddy,"BJP -State General Secretary - Andhra Pradesh | National vice Chairman,Youth Affairs.Govt of India | Ex President Of BJYM - Andhra Pradesh",https://twitter.com/SVishnuReddy,India,https://www.vishnuvardhanreddy.com/
2138,dprasanthnair,"Doctorate-IIMA,Honoured to be followed by Respected PM, @TVSCapitalFunds, @ZingHR,Ex-Hd HR(Thomas Cook,Cipla),  Advisory Board-Nasscom Community, Husband of Dr",https://twitter.com/DPrasanthNair,Mumbai,
2139,gjsontake,Follow for Civil Services (IAS/IPS) exam preparation tips | YouTube-youtube.com/@upscsupersimp… | Founder UPSC Super Simplified,https://twitter.com/gjsontake,"Pune, India",https://www.upscsupersimplified.com
2140,sherlynchopra,"Actor, NGO Founder, LL.B. Student, Producer, Entrepreneur (अहमस्मदीय यथार्थयस्य निर्मातास्मि) instagram.com/_sherlynchopra_",https://twitter.com/SherlynChopra,"Mumbai, India",https://prakasham.foundation
2141,andhraboxoffice,Since 2010.1st Most Comprehensive Portal on Tollywood BO,https://twitter.com/AndhraBoxOffice,"Hyderabad, India",http://andhraboxoffice.com/
2142,kavin_m_0431,Actor at tamil film industry.,https://twitter.com/Kavin_m_0431,"Chennai, India",https://www.instagram.com/kavin.0431/
2143,sgurumurthy,"Mahaswami in whom I saw God advised me out of electoral politics. CA by profession. Writer on political, economic issues by choice Editor Thuglak by destiny",https://twitter.com/sgurumurthy,Chennai,http://gurumurthy.net
2144,leomovieoffi,"#LEO Film Fan Page, #BLOODYSWEET. Thalapathy @actorvijay, Directed by @Dir_Lokesh, Music @AnirudhOfficial. Parody, Fan Twitter, commentary Account!",https://twitter.com/LeoMovieOffI,"Chennai, India",
2145,vijayfanstrends,The Official Trends Page for Thalapathy @actorvijay. Backup Account @VijayTrendsPage,https://twitter.com/VijayFansTrends,India,https://twitter.com/i/topics/1148949536909303809?s=09
2146,am_kathir,Actor | #Instagram : bit.ly/2sziOhE,https://twitter.com/am_kathir,India,https://youtu.be/b2xE68VEjUs
2147,jaavedjaaferi,"Biodegradable Entertainer. Actor, producer, director, comedian, choreographer, voice artist, realistically optimistic🥸Eggjactly!",https://twitter.com/jaavedjaaferi,MUMBAI,
2148,samcsmusic,"Sam C. S. is an Indian film music composer, producer, songwriter, lyricist, and singer who predominantly works in the indian film industry",https://twitter.com/SamCSmusic,"Chennai, India",
2149,leomovieoff,"Fan Page of #Leo ! Dir by @Dir_Lokesh, Produced by @7ScreenStudio, Starring Thalapathy @actorvijay, @trishtrashers. Music by @anirudhofficial",https://twitter.com/LeoMovieOff,India,
2150,cinemapayyan,YouTuber || Emcee || Writer || Creative Director || Sportscaster || Film Enthusiast - Tweets Temporarily managed by #TeamCinemapayyan🤘,https://twitter.com/cinemapayyan,Chennai,
2151,sumathiips,"IPS officer, DIG @CID / @TS_WomenSafety, Telangana State / Believes in Human face of Policing / Balancing act- Be Simple & Sincere",https://twitter.com/SumathiIPS,"Hyderabad, India",https://www.womensafetywing.telangana.gov.in/
2152,adnansamilive,"Recipient of the Padma Shri, Multi Platinum Recording Artiste, Music Composer, Singer, Concert Pianist, Song Writer, Actor & Barrister at Law..Proud Indian.🇮🇳",https://twitter.com/AdnanSamiLive,"Mumbai, India",
2153,jagadishbliss,"Founder - @TheRoute Co-Producer - #Leo  #Master Producer - #SeshamMikeilFathima, #RevolverRita",https://twitter.com/Jagadishbliss,Chennai,https://www.instagram.com/jagadishbliss
2154,pudiharicharan,"Entertainment Journalist. Words @htshowbiz @cinestaan. Formerly with IANS and Bangalore Mirror. Also, a compulsive shoe shopper",https://twitter.com/pudiharicharan,"Chennai, India",http://www.firstpost.com/author/haricharan-pudipeddi/page/1
2155,himanshu_poco,Country Head - @IndiaPOCO  | IIM Bangalore | Guinness World Record Holder | Views are personal | Fake Profiles & Spammers in comments section get blocked,https://twitter.com/Himanshu_POCO,"Bengaluru, India",https://www.linkedin.com/in/himanshu-tandon-iimb
2156,rseanroldan,"Composer/Singer-Songwriter - Vaayai Moodi pesavum, Mundasupatti, Sathuranka vettai, Joker, Powerpaandi, Mehendi Circus, Jai Bhim❤️ SeanRoldan&Friends",https://twitter.com/RSeanRoldan,"Chennai, India",
2157,sanjeevevenkat,Actor | Enquiries : itssanjeeve@gmail.com,https://twitter.com/SanjeeveVenkat,"Chennai, India",https://instagram.com/sanjivvenkat?utm_medium=copy_link
2158,dreamwarriorpic,"A Film Production and Distribution Company, Chennai, India",https://twitter.com/DreamWarriorpic,"Chennai, India",https://www.dwp.in
2159,madan_chikna,"Humour • Memes • Cricket • Art • Photoshop •

💻- himrocks08@gmail.com

Founder- aksharcreative.in",https://twitter.com/Madan_Chikna,Mumbai,https://instagram.com/madan_chikna
2160,rio_raj,Actor 🎭,https://twitter.com/rio_raj,chennai,
2161,mayankcricket,"Cricketer🇮🇳. For business queries, please email: partnerships@baselineventures.com",https://twitter.com/mayankcricket,India,http://facebook.com/mayankindia
2162,kiran_abbavaram,Actor.,https://twitter.com/Kiran_Abbavaram,Hyderabad,https://en.wikipedia.org/wiki/Kiran_Abbavaram
2163,squillmama,"Trump1 🇺🇸Wildlife Rehabilitator, LPI, #2A FB/RTD @michaeljohns @Cvpayne @KariLake @RealBrysonGray @LauraLoomer @DineshDSouza @HodgeTwins #AmericaFirst",https://twitter.com/SquillMama,Bama,
2164,drdeepakkrishn1,"Senior Interventional Cardiologist, Sakra World Hospital, Bengaluru.
#Medicine #Cardiology #parenting #cats #movies #music #food
Here to spread health awareness",https://twitter.com/DrDeepakKrishn1,Bangalore,
2165,midoahm,father of three..Dogs lover..هنا ارائي الشخصية دون وجود اي مسؤولية على جهة عملي!ة @alremontadacom #الريمونتادا founder of @maker_eg,https://twitter.com/midoahm,Egypt,https://www.youtube.com/c/AhmedHossamMido9
2166,rorystewartuk,"President of @GiveDirectly. Author of The Places in Between. Hosts @Restispolitics w Alastair Campbell. Visiting Fellow Jackson School, Yale",https://twitter.com/RoryStewartUK,Amman,https://www.rorystewart.co.uk
2167,raokavitha,Worker of BRS Party| Member of Legislative Council-Kamareddy & Nizamabad | Former Member of Parliament | Founder Telangana Jagruthi |Wife|Mother|Daughter|Sister,https://twitter.com/RaoKavitha,"Hyderabad, India",
2168,iampayalghosh,I’m my favourite🖤Film actress🎥 ProudIndian🇮🇳 philanthropist 😍Dady’s laadli ♥️Brat 😬 immensely blessed 🤞🏻 Coffee obsessed☕️#RPI’s VP women’s wing .,https://twitter.com/iampayalghosh,India,https://twitter.com/iampayalghosh
2169,arrahman,Director of LeMusk the Cinematic Sensory experience… Tweets by Administrator,https://twitter.com/arrahman,"Chennai, India",http://www.instagram.com/arrahman
2170,yoursanjali,Actor..,https://twitter.com/yoursanjali,India,https://www.facebook.com/AnjaliOfficial/
2171,ashokepandit,Indian Filmmaker (Producer - #TheChargesheet on @Zee5India) | Social Activist | Conservationist | @instagram - ashokepandit1,https://twitter.com/ashokepandit,Mumbai,https://en.wikipedia.org/wiki/Ashoke_Pandit
2172,zahacktanvir,Saudi-based 🇸🇦Indian 🇮🇳 | MS in AI @LJMU 🇬🇧 | Counterterrorism @UniLeiden 🇳🇱 | Founder & Director @MilliChronicle 🇬🇧 | Bylines @CNNnews18 @FirstPost,https://twitter.com/zahacktanvir,Kingdom of Saudi Arabia,https://www.firstpost.com/author/zahack-tanvir
2173,gyanjarahatke,This is an official account of gyanjarahatke @YouTube channel. Aim: Knowledgeable content in simple language with a touch of humor. So follow us for that 🙏,https://twitter.com/gyanjarahatke,India,http://youtube.com/@GyanJaraHatke
2174,realbassemeid,I am a Palestinian peace activist and the founder of the Jerusalem-based Palestinian Human Rights Monitoring Group. #BDSisBS,https://twitter.com/realbassemeid,Jerusalem,http://Bassemeid.com
2175,tokstarr,"Public Figure.
🇳🇬/🇬🇧/🇺🇸
BabyGirl 4 Life 
Media Girl - Radio, Television, YouTube.
Actor.
Influencer.
Entrepreneur.
Bookings - Contact@thetokemakinwa.com",https://twitter.com/tokstarr,"Lagos, Nigeria.",https://linktr.ee/Tokemakinwa
2176,drsangitareddy,"Joint Managing Director - Apollo Hospitals Group, Past President -  FICCI , Chair - G20 Empower India",https://twitter.com/drsangitareddy,Hyderabad,http://www.drsangitareddy.com
2177,karthi_offl,Actor | @UzhavanFDN,https://twitter.com/Karthi_Offl,"Chennai, India",https://instagram.com/uzhavanfdn
2178,naveenc212,Actor,https://twitter.com/Naveenc212,Hyderabad,
2179,pradeeponelife,"Director,Writer of #Comali ; Director, Writer ,Actor of #LoveToday ; You made me what I am",https://twitter.com/pradeeponelife,chennai,
2180,shkhrasheed,Ex Federal Minister for Interior. Gov of Pakistan.President/Founder Awami Muslim League.Author of Farzande Pakistan & Lal Haveli Say Aqwame Muthida Tak.,https://twitter.com/ShkhRasheed,islamabad,http://www.aml.org.pk
2181,arhuml92,known for my political tweets and fashion style. Founder MQM (Memon Quami Movement),https://twitter.com/arhuml92,"Karachi, Pakistan",http://instagram.com/arhuml92
2182,ikamalhaasan,"Film buff,Actor, Director, Dancer, Writer, Producer above all,  a neo-polityculturist",https://twitter.com/ikamalhaasan,"Chennai, India",
2183,sooriofficial,Actor,https://twitter.com/sooriofficial,"Chennai, India",
2184,skprodoffl,Official handle of the actor @Siva_Kartikeyan's film production house.,https://twitter.com/SKProdOffl,"Chennai, India",http://www.youtube.com/SivakarthikeyanProductions
2185,starsportsindia,"Look no further if sports is your forte, head no further if you want to watch your favorite sport! Likes and RTs are not endorsements.",https://twitter.com/StarSportsIndia,India,http://www.hotstar.com/sports
2186,tarak9999,Actor,https://twitter.com/tarak9999,Hyderabad,
2187,sparkle27_,"Dreamer|,Content Writer|,Social Media Activist✌️
Followback💯",https://twitter.com/sparkle27_,"Karachi, Pakistan",
2188,actorkartikeya,Actor,https://twitter.com/ActorKartikeya,India,https://www.instagram.com/actorkartikeya
2189,actor_jayamravi,An actor trying to entertain people.,https://twitter.com/actor_jayamravi,Chennai,http://www.fb.com/JayamRaviOfficial
2190,thenameisyash,"Actor & Proud Kannadiga

- Be yourself because an original is worth more than a copy",https://twitter.com/TheNameIsYash,"Karnataka, India",
2191,actor_nikhil,"Indian Movie Actor.claim to fame👉🏼HAPPY DAYS... YUVATHA... SWAMY RARA, KARTHIKEYA Series.. SuryaVsurya. Ekkadiki..Arjun Suravaram & Forever an ARSENAL Fan :)",https://twitter.com/actor_Nikhil,"Hyderabad, India",
2192,actormadhavan,"Actor-Love being one-Have lived a 100 lives within this one,thanks to the job-Made films-Some that you liked and yet others I indulged in-Blessed and fortunate.",https://twitter.com/ActorMadhavan,Mumbai,http://www.imdb.com/name/nm0534856/
2193,realumarriaz,"BIGG BOSS 15, Surgeon, actor",https://twitter.com/realumarriaz,"Mumbai, India",https://instagram.com/umarriazz91?igshid=fe1swryeezpj
2194,varusarath5,"Actor, Social Activist, The right kind of feminist.. Animal lover..Founder of Save Shakti..",https://twitter.com/varusarath5,"Chennai, India",http://www.saveshakti.org/
2195,iamnagarjuna,film actor,https://twitter.com/iamnagarjuna,hyderabad,
2196,shankarshanmugh,"Director, Producer, Story and Screenplay writer.",https://twitter.com/shankarshanmugh,Chennai,https://instagram.com/shanmughamshankar
2197,nithin0dha,"Founder & CEO @Zerodhaonline @Rainmatterin
Learning at @RainmatterOrg
Musings on finance, business, and life: nithinkamath.me",https://twitter.com/Nithin0dha,Bangalore,http://www.zerodha.com
2198,epstamilnadu,Leader of Opposition - Tamilnadu Legislative Assembly | Interim General Secretary - AIADMK | Former Chief Minister - Tamilnadu,https://twitter.com/EPSTamilNadu,"Tamil Nadu, India",
2199,basliyoruz2023,"Bir iktidar meselesi... 

Resmi kampanya hesabı değildir.",https://twitter.com/basliyoruz2023,Türkiye,http://instagram.com/2023basliyoruz
2200,nawazuddin_s,Actor,https://twitter.com/Nawazuddin_S,India,http://www.nawazuddinsiddiqui.com
2201,nimmaupendra,Film Actor-Director-Writer-ಪ್ರಜಾಕಾರಿಣಿ / Prajaakeeyan t.me/prajaakeeyaoff…,https://twitter.com/nimmaupendra,"Bengaluru, India",http://t.me/prajaakeeyaofficial
2202,unionbanktweets,"One of the largest Public Sector Banks in India.

Disclaimer: Union Bank of India shall bear no responsibility for confidentiality of info shared on twitter.",https://twitter.com/UnionBankTweets,"Mumbai, India",http://www.unionbankofindia.co.in
2203,nabhanatesh,actor,https://twitter.com/NabhaNatesh,Bengaluru,
2204,i_nivethathomas,Actor . Architect,https://twitter.com/i_nivethathomas,"Chennai, India",
2205,iamvaruntej,Indian!...Actor!...Need no more!,https://twitter.com/IAmVarunTej,Hyderabad,https://Instagram.com/varunkonidela7/
2206,purandeswaribjp,"D/O N.T Rama Rao || @BJP4India National General Secretary || Incharge #Odisha  || Ex Cabinet Minister - MOS HRD, Commerce",https://twitter.com/PurandeswariBJP,"Hyderabad, India",https://www.bjp.org/
2207,anilravipudi,Film Writer & Director,https://twitter.com/AnilRavipudi,"Hyderabad, India",
2208,vennelakishore,ACTOR/WRITER(novice)/MOVIE IDOLIZER/FOOD FREAK/XBOX GEEK(in the past)/,https://twitter.com/vennelakishore,Hyderabad,https://m.facebook.com/VennelaKishore/
2209,minhazmerchant,"Biographer: Rajiv Gandhi, Aditya Birla. Ex-TOI, IndiaToday. Founder: Sterling Newspapers Ltd, acquired by IndianExpress. Recipient: Jeejeebhoy prize for physics",https://twitter.com/MinhazMerchant,Mumbai,http://www.minhazmerchant.com
2210,alwaysramcharan,Actor,https://twitter.com/AlwaysRamCharan,India,
2211,urstrulymahesh,Actor in Indian Telugu Cinema,https://twitter.com/urstrulyMahesh,"Hyderabad, India",http://instagram.com/urstrulymahesh
2212,ragavendraraoba,Indian film director,https://twitter.com/Ragavendraraoba,Hyderabad,https://youtube.com/@KRaghavendraRaoBA
2213,juniorbachchan,"Actor, Sports fan.",https://twitter.com/juniorbachchan,"Mumbai, India",
2214,thisisdsp,"Music Composer,Singer,Performer.. Composer of Dhinka Chika, Ringa Ringa, AaAnte Amalapuram,Daddy Mummy etc..",https://twitter.com/ThisIsDSP,INDIA,
2215,haarikahassine,Haarika & Hassine Creations is a Telugu Film Production house headed by S. Radha Krishna(chinababu).,https://twitter.com/haarikahassine,"Hyderabad, India",http://t.me/haarikahassine.com
2216,actorsrikanth,Indian Telugu Film Actor,https://twitter.com/actorsrikanth,"Hyderabad, India",http://www.srikanthmeka.com/
